Landing Page,Month,Bounce rate,Avg session duration in mins,Percentage of new sessions,Conversion rate,New Users,Pages per visit,Sessions,Bounces,Pageviews,Transactions
/global/country11/region7/resort1,May,17.08%,4,47.68%,0.00%,762,4.59,"1,598",273,"7,335",0
/global/country11/region8,Mar,17.08%,4,55.53%,0.13%,12626,4.67,"22,736","3,883","106,177",29
/global/country11/region8,July,13.80%,3,53.38%,0.06%,24266,4.69,"45,455","6,273","213,184",27
/global/country11/region8,Jan,19.76%,4,56.62%,0.17%,17874,5.11,"31,567","6,238","161,307",53
/global/country11/region8,Feb,19.14%,4,55.82%,0.13%,12920,4.66,"23,146","4,430","107,860",30
/global/country11/region8,Aug,13.09%,3,53.42%,0.06%,13670,4.92,"25,591","3,350","125,908",16
/global/country11/region8,Oct,17.76%,3,59.13%,0.05%,14488,4.53,"24,502","4,352","110,994",13
/global/country11/region8,May,15.08%,3,54.70%,0.06%,17706,4.7,"32,370","4,881","152,139",20
/global/country11/region8,Sept,14.30%,3,54.99%,0.08%,10579,4.79,"19,237","2,751","92,145",15
/global/country11/region8,April,15.56%,4,55.71%,0.11%,13785,4.79,"24,745","3,850","118,529",27
/global/country11/region8,June,15.26%,3,53.77%,0.05%,23870,4.51,"44,395","6,775","200,221",23
/global/country11/region9,June,11.10%,4,48.99%,0.25%,799,5.14,"1,631",181,"8,383",4
/global/country11/region9,Aug,7.57%,4,49.84%,0.33%,1060,5.33,"2,127",161,"11,337",7
/global/country11/region9,Jan,17.03%,4,52.90%,0.31%,3780,4.99,"7,146","1,217","35,659",22
/global/country11/region9,Feb,15.34%,4,51.98%,0.15%,2765,4.63,"5,319",816,"24,627",8
/global/country11/region9,May,13.77%,4,51.96%,0.24%,649,4.79,"1,249",172,"5,983",3
/global/country11/region9,Oct,9.39%,5,50.20%,0.20%,508,5.32,"1,012",95,"5,384",2
/global/country11/region9,Sept,10.80%,4,54.83%,0.14%,772,5.25,"1,408",152,"7,392",2
/global/country11/region9,April,13.62%,4,51.71%,0.28%,2046,4.69,"3,957",539,"18,558",11
/global/country11/region9,Mar,15.66%,4,52.93%,0.27%,2539,4.63,"4,797",751,"22,210",13
/global/country11/region9,July,7.92%,4,48.62%,0.09%,1124,5.41,"2,312",183,"12,508",2
/global/country12/region1,Mar,12.50%,3,58.28%,0.00%,2555,5.03,"4,384",548,"22,052",0
/global/country12/region1,Oct,12.02%,3,57.99%,0.06%,2914,4.78,"5,025",604,"24,020",3
/global/country12/region1,May,13.49%,4,56.01%,0.12%,2164,4.81,"3,864",519,"18,566",5
/global/country12/region1,July,11.17%,3,56.17%,0.05%,2193,4.89,"3,904",436,"19,091",2
/global/country12/region1,April,12.49%,3,56.52%,0.03%,1906,4.86,"3,372",421,"16,388",1
/global/country12/region1,Sept,11.34%,3,56.77%,0.05%,2482,4.84,"4,372",496,"21,160",2
/global/country12/region1,Feb,15.04%,3,55.81%,0.02%,2806,4.78,"5,028",756,"24,034",1
/global/country12/region1,June,12.37%,3,55.82%,0.03%,1607,4.8,"2,879",356,"13,819",1
/global/country12/region1,Jan,17.15%,3,57.48%,0.03%,3981,5,"6,926","1,188","34,630",2
/global/country12/region1,Aug,10.64%,3,55.40%,0.02%,2269,4.99,"4,096",436,"20,439",1
/global/country14,Jan,31.03%,3,61.30%,0.05%,18644,4.21,"30,412","9,437","128,035",16
/global/country14,July,17.35%,3,54.10%,0.05%,12208,4.71,"22,567","3,915","106,291",11
/global/country14,Sept,17.02%,3,55.12%,0.03%,5230,4.72,"9,488","1,615","44,783",3
/global/country14,April,19.19%,4,57.31%,0.06%,11586,4.69,"20,216","3,879","94,813",12
/global/country14,Aug,16.02%,3,52.80%,0.05%,9084,4.85,"17,205","2,756","83,444",9
/global/country14,May,18.63%,3,55.03%,0.06%,12055,4.58,"21,905","4,081","100,325",14
/global/country14,June,17.93%,3,54.33%,0.04%,11335,4.57,"20,863","3,741","95,344",8
/global/country14,Mar,22.13%,4,58.14%,0.07%,11293,4.5,"19,424","4,299","87,408",13
/global/country14,Oct,16.76%,3,55.10%,0.05%,4587,4.75,"8,325","1,395","39,544",4
/global/country14,Feb,26.71%,3,59.50%,0.05%,12088,4.21,"20,315","5,426","85,526",10
/global/country14/region1/resort2,July,30.51%,2,57.67%,0.08%,741,3.74,"1,285",392,"4,806",1
/global/country14/region1/resort2,Jan,38.59%,2,63.06%,0.00%,879,3.57,"1,394",538,"4,977",0
/global/country14/region1/resort2,April,32.30%,2,58.13%,0.00%,486,3.55,836,270,"2,968",0
/global/country14/region1/resort2,Oct,24.40%,3,56.07%,0.05%,6950,4.26,"12,395","2,544","56,038",7
/global/country14/region1/resort2,Aug,30.18%,2,56.35%,0.00%,590,3.75,"1,047",316,"3,926",0
/global/country14/region1/resort2,June,33.37%,2,58.96%,0.00%,615,3.5,"1,043",348,"3,651",0
/global/country14/region1/resort2,Feb,41.66%,2,63.55%,0.00%,537,3.24,845,352,"2,738",0
/global/country14/region1/resort2,Sept,32.21%,2,58.44%,0.04%,2861,3.73,"4,895","1,273","20,579",2
/global/country14/region1/resort2,May,33.73%,2,60.42%,0.10%,609,3.24,"1,008",340,"3,266",1
/global/country14/region1/resort2,Mar,39.74%,2,59.19%,0.12%,499,3.29,843,335,"2,773",1
/global/country14/region1/resort4,Oct,16.03%,4,56.30%,0.10%,1672,4.62,"2,970",476,"13,721",3
/global/country14/region1/resort4,Aug,12.48%,3,52.95%,0.07%,2966,4.68,"5,602",699,"26,217",4
/global/country14/region1/resort4,July,12.95%,3,53.64%,0.09%,3997,4.64,"7,452",965,"34,577",7
/global/country14/region1/resort4,Jan,20.92%,4,59.71%,0.18%,4399,4.79,"7,367","1,541","35,288",13
/global/country14/region1/resort4,Sept,12.14%,4,53.93%,0.19%,1968,4.68,"3,649",443,"17,077",7
/global/country14/region1/resort4,Mar,17.40%,4,56.87%,0.21%,2765,4.58,"4,862",846,"22,268",10
/global/country14/region1/resort4,June,23.08%,3,84.21%,0.16%,3616,6.91,"4,294",991,"29,659",7
/global/country14/region1/resort4,Feb,18.78%,4,56.97%,0.12%,2915,4.51,"5,117",961,"23,078",6
/global/country14/region1/resort4,May,14.86%,3,55.87%,0.15%,3725,4.53,"6,667",991,"30,202",10
/global/country14/region1/resort4,April,15.91%,4,55.12%,0.09%,3097,4.56,"5,619",894,"25,623",5
/global/country14/region2,Jan,18.71%,4,65.20%,0.18%,3328,5.46,"5,103",992,"27,341",9
/global/country14/region2,Oct,14.61%,4,55.35%,0.06%,1826,4.94,"3,299",482,"16,297",2
/global/country14/region2,Mar,13.86%,4,56.43%,0.08%,4308,4.96,"7,634","1,058","37,865",6
/global/country14/region2,April,13.34%,4,54.57%,0.05%,4768,4.94,"8,738","1,166","43,166",4
/global/country14/region2,June,14.13%,4,52.68%,0.10%,6038,4.7,"11,461","1,619","53,867",11
/global/country14/region2,May,14.29%,4,53.33%,0.07%,6258,4.75,"11,734","1,677","55,737",8
/global/country14/region2,Sept,13.44%,3,52.92%,0.04%,2693,4.84,"5,089",684,"24,631",2
/global/country14/region2,Feb,14.33%,4,57.10%,0.06%,3765,4.92,"6,594",945,"32,442",4
/global/country14/region2,July,14.72%,4,53.10%,0.08%,6336,4.77,"11,933","1,757","56,920",10
/global/country14/region2,Aug,11.80%,3,52.39%,0.06%,4378,4.99,"8,357",986,"41,701",5
/global/country15,Jan,26.32%,4,57.19%,0.29%,6077,4.5,"10,626","2,797","47,817",31
/global/country15,Aug,15.78%,4,51.64%,0.16%,3521,4.71,"6,818","1,076","32,113",11
/global/country15,June,18.09%,4,52.69%,0.21%,3962,4.53,"7,519","1,360","34,061",16
/global/country15,Oct,30.38%,4,52.31%,0.19%,2468,4.62,"4,718","1,433","21,797",9
/global/country15,Sept,16.87%,4,51.89%,0.07%,2793,4.67,"5,383",908,"25,139",4
/global/country15,May,19.44%,4,53.56%,0.30%,4049,4.63,"7,560","1,470","35,003",23
/global/country15,Mar,25.17%,4,55.64%,0.17%,4611,4.22,"8,287","2,086","34,971",14
/global/country15,July,17.55%,4,52.35%,0.26%,4385,4.62,"8,376","1,470","38,697",22
/global/country15,Feb,30.99%,3,58.86%,0.19%,6348,3.91,"10,784","3,342","42,165",21
/global/country15,April,19.77%,4,55.03%,0.13%,4083,4.61,"7,420","1,467","34,206",10
/global/country16,Sept,57.51%,2,56.00%,0.00%,1298,2.34,"2,318","1,333","5,424",0
/global/country16,Feb,36.95%,3,55.10%,0.00%,1400,3.85,"2,541",939,"9,783",0
/global/country16,May,40.86%,2,54.91%,0.00%,1923,3.57,"3,502","1,431","12,502",0
/global/country16,April,41.26%,3,57.37%,0.00%,1755,3.72,"3,059","1,262","11,379",0
/global/country16,Aug,51.14%,2,52.89%,0.00%,1483,3.04,"2,804","1,434","8,524",0
/global/country16,June,43.34%,2,54.10%,0.00%,1609,3.42,"2,974","1,289","10,171",0
/global/country16,Oct,66.72%,1,57.15%,0.00%,1635,1.7,"2,861","1,909","4,864",0
/global/country16,Mar,41.46%,3,56.09%,0.00%,1695,3.79,"3,022","1,253","11,453",0
/global/country16,July,45.81%,2,50.51%,0.00%,1578,3.29,"3,124","1,431","10,278",0
/global/country16,Jan,30.98%,3,54.35%,0.03%,1749,4.27,"3,218",997,"13,741",1
/global/country17,June,17.01%,4,47.81%,0.19%,29742,4.72,"62,209","10,582","293,626",118
/global/country17,April,19.31%,4,50.41%,0.19%,44186,4.86,"87,658","16,927","426,018",166
/global/country17,Mar,20.08%,4,51.50%,0.21%,36420,4.77,"70,716","14,200","337,315",145
/global/country17,July,15.71%,3,47.17%,0.15%,41315,4.86,"87,593","13,761","425,702",135
/global/country17,Oct,15.49%,4,49.49%,0.23%,14032,4.97,"28,356","4,392","140,929",64
/global/country17,Aug,14.78%,4,46.21%,0.15%,27070,4.93,"58,582","8,658","288,809",90
/global/country17,May,18.22%,4,48.45%,0.18%,41276,4.81,"85,199","15,523","409,807",150
/global/country17,Feb,20.68%,4,53.17%,0.40%,21013,4.66,"39,519","8,173","184,159",160
/global/country17,Jan,25.18%,4,54.45%,0.29%,32760,4.82,"60,163","15,149","289,986",176
/global/country17,Sept,14.62%,4,49.04%,0.22%,20241,4.94,"41,272","6,034","203,884",92
/global/country19/region1,Mar,11.57%,4,52.87%,0.02%,2718,5.43,"5,141",595,"27,916",1
/global/country19/region1,April,10.50%,4,52.04%,0.00%,2360,5.39,"4,535",476,"24,444",0
/global/country19/region1,Sept,8.94%,4,50.35%,0.02%,2068,5.33,"4,107",367,"21,890",1
/global/country19/region1,July,9.72%,4,47.83%,0.00%,2273,5.28,"4,752",462,"25,091",0
/global/country19/region1,Jan,15.94%,4,53.68%,0.03%,5028,5.52,"9,366","1,493","51,700",3
/global/country19/region1,May,9.79%,4,49.28%,0.02%,2508,5.38,"5,089",498,"27,379",1
/global/country19/region1,Feb,14.63%,4,53.04%,0.05%,2901,5.22,"5,469",800,"28,548",3
/global/country19/region1,June,10.60%,4,48.62%,0.07%,2128,5.09,"4,377",464,"22,279",3
/global/country19/region1,Aug,8.62%,4,49.03%,0.02%,2320,5.26,"4,732",408,"24,890",1
/global/country19/region1,Oct,9.71%,4,51.08%,0.03%,2005,5.13,"3,925",381,"20,135",1
/global/country2,Jan,27.29%,3,66.37%,0.03%,4234,3.9,"6,379","1,741","24,878",2
/global/country2,Sept,25.88%,2,68.28%,0.09%,1541,3.71,"2,257",584,"8,373",2
/global/country2,April,28.45%,2,66.01%,0.04%,1478,3.89,"2,239",637,"8,710",1
/global/country2,Mar,26.90%,2,66.83%,0.04%,1610,3.74,"2,409",648,"9,010",1
/global/country2,June,17.90%,3,54.90%,0.04%,2100,4.67,"3,826",593,"18,756",1
/global/country2,Aug,25.66%,2,63.17%,0.04%,1492,3.72,"2,362",606,"8,787",1
/global/country2,July,24.80%,2,64.66%,0.00%,2490,3.86,"3,851",955,"14,865",0
/global/country2,Oct,27.18%,2,68.57%,0.02%,2972,3.42,"4,334","1,178","14,822",1
/global/country2,May,25.86%,2,63.20%,0.04%,1410,3.81,"2,231",577,"8,500",1
/global/country2,Feb,27.13%,2,65.61%,0.04%,2401,3.84,"3,660",995,"14,125",1
/global/country20,Jan,36.93%,3,56.73%,0.11%,12729,4.33,"22,437","8,286","97,152",24
/global/country20,Feb,29.48%,4,55.60%,0.14%,10695,4.59,"19,236","5,671","88,293",27
/global/country20,June,26.06%,4,52.08%,0.12%,8211,4.64,"15,766","4,109","73,154",19
/global/country20,July,23.28%,4,52.13%,0.11%,11293,4.87,"21,662","5,043","105,494",24
/global/country20,Aug,21.43%,4,49.56%,0.09%,7281,5.12,"14,690","3,148","75,213",13
/global/country20,May,25.79%,4,53.90%,0.07%,9813,4.76,"18,205","4,695","86,656",12
/global/country20,Mar,25.67%,4,56.00%,0.10%,10541,4.73,"18,822","4,832","89,028",18
/global/country20,April,26.09%,4,54.36%,0.13%,9992,4.9,"18,382","4,796","90,072",24
/global/country20,Sept,19.91%,4,48.81%,0.15%,4517,5.14,"9,255","1,843","47,571",14
/global/country20,Oct,22.62%,4,50.44%,0.17%,4940,5.04,"9,793","2,215","49,357",17
/global/country20/region1,Oct,13.03%,4,47.04%,0.31%,1542,5.45,"3,278",427,"17,865",10
/global/country20/region1,Feb,19.19%,4,46.37%,0.32%,2430,5.15,"5,241","1,006","26,991",17
/global/country20/region1,July,11.83%,4,46.28%,0.17%,2159,5.61,"4,665",552,"26,171",8
/global/country20/region1,Sept,11.81%,4,45.58%,0.36%,1397,5.46,"3,065",362,"16,735",11
/global/country20/region1,Jan,23.60%,4,48.58%,0.25%,2538,5.39,"5,224","1,233","28,157",13
/global/country20/region1,June,13.39%,4,46.67%,0.09%,1572,5.29,"3,368",451,"17,817",3
/global/country20/region1,Aug,10.68%,4,45.39%,0.11%,1687,5.67,"3,717",397,"21,075",4
/global/country20/region1,May,12.78%,4,47.19%,0.18%,1864,5.36,"3,950",505,"21,172",7
/global/country20/region1,April,12.85%,4,45.29%,0.14%,1889,5.57,"4,171",536,"23,232",6
/global/country20/region1,Mar,15.21%,5,47.40%,0.32%,2349,5.53,"4,956",754,"27,407",16
/global/country20/region2,Jan,24.80%,4,54.96%,0.17%,3277,4.93,"5,963","1,479","29,398",10
/global/country20/region2,July,13.59%,4,49.94%,0.17%,5090,5.16,"10,193","1,385","52,596",17
/global/country20/region2,Feb,19.63%,4,52.25%,0.22%,5597,4.99,"10,712","2,103","53,453",24
/global/country20/region2,Mar,19.41%,4,49.98%,0.21%,5655,5.16,"11,315","2,196","58,385",24
/global/country20/region2,Sept,14.16%,4,49.28%,0.22%,3195,5.59,"6,483",918,"36,207",14
/global/country20/region2,Aug,13.67%,4,48.85%,0.18%,4089,5.28,"8,371","1,144","44,199",15
/global/country20/region2,June,16.68%,4,50.89%,0.21%,3640,5,"7,153","1,193","35,765",15
/global/country20/region2,May,15.97%,4,51.40%,0.15%,4563,5.02,"8,878","1,418","44,568",13
/global/country20/region2,April,17.95%,4,51.34%,0.26%,4689,5.17,"9,133","1,639","47,218",24
/global/country20/region2,Oct,13.73%,4,49.92%,0.23%,2658,5.19,"5,325",731,"27,637",12
/global/country21,July,19.04%,5,49.39%,0.16%,24885,4.79,"50,384","9,593","241,339",82
/global/country21,Sept,20.77%,5,49.19%,0.21%,11500,4.79,"23,380","4,856","111,990",50
/global/country21,Jan,16.87%,4,51.23%,0.21%,4297,5.06,"8,388","1,417","42,517",17
/global/country21,June,19.06%,5,49.32%,0.18%,21179,4.77,"42,943","8,185","204,838",76
/global/country21,April,20.76%,5,51.72%,0.21%,20834,4.85,"40,286","8,363","195,387",83
/global/country21,Feb,24.60%,5,52.60%,0.28%,20875,4.65,"39,685","9,763","184,535",110
/global/country21,Mar,22.81%,5,52.65%,0.23%,20884,4.75,"39,666","9,048","188,414",93
/global/country21,May,19.49%,5,50.30%,0.17%,22664,4.91,"45,058","8,782","221,235",75
/global/country21,Oct,21.61%,4,50.82%,0.18%,9782,4.71,"19,247","4,159","90,653",34
/global/country21,Aug,19.35%,5,48.58%,0.15%,17885,4.87,"36,815","7,124","179,289",54
/global/country21/region1,Aug,16.74%,4,41.62%,0.09%,11878,4.85,"28,538","4,777","138,409",26
/global/country21/region1,Mar,23.66%,4,39.44%,0.16%,13682,4.92,"34,690","8,208","170,675",54
/global/country21/region1,Oct,16.66%,4,43.31%,0.17%,4250,4.89,"9,813","1,635","47,986",17
/global/country21/region1,July,17.12%,4,40.47%,0.13%,15022,4.89,"37,123","6,355","181,531",50
/global/country21/region1,April,20.24%,4,42.81%,0.10%,15685,4.96,"36,642","7,416","181,744",38
/global/country21/region1,June,18.14%,4,41.03%,0.15%,11220,4.75,"27,348","4,961","129,903",41
/global/country21/region1,Jan,29.87%,4,42.91%,0.17%,15203,4.99,"35,428","10,582","176,786",59
/global/country21/region1,Feb,28.14%,4,39.49%,0.14%,10683,4.65,"27,054","7,613","125,801",37
/global/country21/region1,Sept,16.92%,4,43.36%,0.20%,6075,4.91,"14,010","2,370","68,789",28
/global/country21/region1,May,23.20%,4,41.50%,0.15%,10339,4.82,"24,911","6,198","120,119",39
/global/country21/region1/resort1,Mar,20.84%,5,46.88%,0.38%,3197,4.78,"6,819","1,421","32,595",26
/global/country21/region1/resort1,May,16.42%,5,44.42%,0.41%,1842,4.94,"4,147",681,"20,486",17
/global/country21/region1/resort1,April,19.30%,5,44.63%,0.23%,2514,4.84,"5,633","1,087","27,264",13
/global/country21/region1/resort1,June,16.13%,5,45.13%,0.37%,1606,4.92,"3,559",574,"17,510",13
/global/country21/region1/resort1,Sept,19.02%,5,48.82%,0.15%,1635,4.72,"3,349",637,"15,807",5
/global/country21/region1/resort1,Oct,21.04%,4,46.73%,0.08%,2208,4.45,"4,725",994,"21,026",4
/global/country21/region1/resort1,Jan,28.49%,5,46.23%,0.26%,5943,4.78,"12,855","3,662","61,447",34
/global/country21/region1/resort1,July,17.96%,5,45.62%,0.17%,2177,4.77,"4,772",857,"22,762",8
/global/country21/region1/resort1,Aug,17.94%,4,44.80%,0.19%,2595,4.49,"5,792","1,039","26,006",11
/global/country21/region1/resort1,Feb,28.07%,4,44.63%,0.36%,4098,4.38,"9,183","2,578","40,222",33
/global/country21/region1/resort2,Jan,31.91%,3,56.13%,0.72%,4511,3.79,"8,037","2,565","30,460",58
/global/country21/region1/resort2,Aug,20.99%,3,44.74%,0.62%,2255,4.02,"5,040","1,058","20,261",31
/global/country21/region1/resort2,Feb,26.48%,3,53.63%,0.64%,3459,3.82,"6,450","1,708","24,639",41
/global/country21/region1/resort2,June,23.62%,3,52.41%,0.68%,3011,3.97,"5,745","1,357","22,808",39
/global/country21/region1/resort2,April,23.76%,3,52.45%,0.81%,3055,4.03,"5,825","1,384","23,475",47
/global/country21/region1/resort2,Mar,24.48%,3,52.60%,0.48%,3277,3.98,"6,230","1,525","24,795",30
/global/country21/region1/resort2,Sept,19.42%,3,43.83%,0.65%,1753,4.13,"4,000",777,"16,520",26
/global/country21/region1/resort2,May,24.32%,3,52.74%,0.58%,3071,3.95,"5,823","1,416","23,001",34
/global/country21/region1/resort2,Oct,24.78%,3,50.57%,0.60%,3166,4.01,"6,259","1,596","25,131",38
/global/country21/region1/resort2,July,21.97%,3,52.36%,0.63%,3565,4.04,"6,809","1,496","27,508",43
/global/country21/region1/resort4,June,13.33%,5,47.00%,0.17%,557,4.99,"1,185",158,"5,913",2
/global/country21/region1/resort4,Aug,12.40%,5,47.15%,0.22%,422,4.95,895,111,"4,430",2
/global/country21/region1/resort4,Oct,20.90%,3,51.15%,0.61%,2431,4.23,"4,752","1,091","19,287",29
/global/country21/region1/resort4,Sept,20.20%,4,50.74%,0.57%,2280,4.28,"4,494","1,021","18,323",25
/global/country21/region1/resort4,April,10.57%,6,48.35%,0.32%,453,5.44,937,99,"5,097",3
/global/country21/region1/resort4,Jan,17.01%,6,46.66%,0.24%,384,5.34,823,140,"4,395",2
/global/country21/region1/resort4,Mar,15.42%,5,45.28%,0.11%,417,4.87,921,142,"4,485",1
/global/country21/region1/resort4,Feb,18.14%,4,50.50%,0.54%,1756,4.5,"3,477",757,"14,508",19
/global/country21/region1/resort4,July,13.52%,5,45.84%,0.14%,644,4.8,"1,405",190,"6,744",2
/global/country21/region1/resort4,May,12.35%,5,47.55%,0.17%,562,5.11,"1,182",146,"6,040",2
/global/country22,Aug,61.62%,1,59.63%,0.00%,954,1.96,"1,600",986,"3,136",0
/global/country22,Oct,68.80%,1,60.64%,0.00%,795,1.68,"1,311",902,"2,202",0
/global/country22,April,12.93%,3,62.07%,0.00%,787,4.93,"1,268",164,"6,251",0
/global/country22,June,11.38%,2,58.56%,0.00%,746,4.83,"1,274",145,"6,153",0
/global/country22,Feb,11.91%,3,58.13%,0.00%,747,4.92,"1,285",153,"6,322",0
/global/country22,Mar,10.09%,3,61.21%,0.07%,819,5.07,"1,338",135,"6,784",1
/global/country22,May,15.27%,3,58.93%,0.00%,868,4.84,"1,473",225,"7,129",0
/global/country22,Sept,62.33%,1,59.19%,0.00%,828,1.78,"1,399",872,"2,490",0
/global/country22,July,53.05%,1,56.32%,0.00%,860,2.45,"1,527",810,"3,741",0
/global/country22,Jan,11.47%,3,62.09%,0.00%,1099,5.53,"1,770",203,"9,788",0
/global/country23,April,15.05%,5,51.45%,0.19%,41115,5.61,"79,918","12,028","448,340",153
/global/country23,Feb,21.63%,5,52.27%,0.15%,29757,5.11,"56,931","12,314","290,917",88
/global/country23,May,14.81%,5,49.64%,0.14%,43502,5.39,"87,632","12,978","472,336",120
/global/country23,Mar,17.55%,5,51.80%,0.20%,35778,5.41,"69,069","12,122","373,663",136
/global/country23,Oct,15.88%,5,52.30%,0.18%,15653,5.33,"29,929","4,753","159,522",55
/global/country23,Aug,13.80%,5,48.13%,0.15%,35249,5.48,"73,230","10,106","401,300",110
/global/country23,July,14.72%,5,48.74%,0.16%,49510,5.29,"101,576","14,952","537,337",166
/global/country23,Jan,25.05%,5,53.87%,0.15%,45492,5.28,"84,453","21,155","445,912",126
/global/country23,June,14.85%,5,48.81%,0.13%,41030,5.16,"84,062","12,483","433,760",109
/global/country23,Sept,14.41%,5,49.58%,0.23%,19210,5.53,"38,744","5,583","214,254",90
/global/country23/region1,April,18.98%,4,55.85%,0.18%,20916,4.37,"37,451","7,108","163,661",68
/global/country23/region1,Mar,25.79%,3,56.13%,0.20%,26730,4.09,"47,623","12,282","194,778",93
/global/country23/region1,Sept,16.33%,4,50.41%,0.29%,6282,4.71,"12,462","2,035","58,696",36
/global/country23/region1,Oct,18.53%,3,52.06%,0.16%,6314,4.47,"12,128","2,247","54,212",19
/global/country23/region1,June,16.81%,4,52.56%,0.17%,18559,4.34,"35,310","5,936","153,245",61
/global/country23/region1,Aug,16.52%,4,50.31%,0.17%,11156,4.57,"22,174","3,663","101,335",37
/global/country23/region1,July,15.93%,4,52.51%,0.16%,21384,4.46,"40,722","6,487","181,620",66
/global/country23/region1,Feb,32.99%,3,54.31%,0.19%,30179,3.83,"55,563","18,330","212,806",103
/global/country23/region1,Jan,37.42%,3,56.69%,0.14%,40892,4.02,"72,135","26,993","289,983",103
/global/country23/region1,May,17.25%,4,53.97%,0.24%,20744,4.39,"38,439","6,631","168,747",91
/global/country23/region2,Aug,19.64%,4,40.76%,0.37%,988,4.76,"2,424",476,"11,538",9
/global/country23/region2,May,21.34%,4,43.98%,0.21%,1049,4.58,"2,385",509,"10,923",5
/global/country23/region2,April,22.06%,4,47.18%,0.58%,1221,4.61,"2,588",571,"11,931",15
/global/country23/region2,July,18.78%,4,44.49%,0.41%,1308,4.75,"2,940",552,"13,965",12
/global/country23/region2,Sept,20.20%,4,42.13%,0.27%,784,4.74,"1,861",376,"8,821",5
/global/country23/region2,June,19.69%,3,43.53%,0.41%,1059,4.51,"2,433",479,"10,973",10
/global/country23/region2,Jan,31.93%,3,51.30%,0.29%,1401,4.41,"2,731",872,"12,044",8
/global/country23/region2,Oct,21.51%,3,46.15%,0.18%,1002,4.47,"2,171",467,"9,704",4
/global/country23/region2,Mar,28.33%,4,46.39%,0.34%,1220,4.48,"2,630",745,"11,782",9
/global/country23/region2,Feb,29.80%,4,45.62%,0.28%,813,4.39,"1,782",531,"7,823",5
/global/country23/region2/resort1,Sept,24.04%,4,46.03%,0.36%,1101,4.55,"2,392",574,"10,880",9
/global/country23/region2/resort1,July,24.98%,3,47.73%,0.17%,556,4.3,"1,165",291,"5,010",2
/global/country23/region2/resort1,June,25.25%,3,47.86%,0.20%,470,4.19,982,248,"4,115",2
